word,freq,probability,freq_iterated,probability_iterated
michelleobama,18,0.00026174203867965684,19,0.0002484309623430962
politics,18,0.00026174203867965684,19,0.0002484309623430962
ofa,18,0.00026174203867965684,19,0.0002484309623430962
worth,18,0.00026174203867965684,19,0.0002484309623430962
calls,18,0.00026174203867965684,19,0.0002484309623430962
passed,18,0.00026174203867965684,19,0.0002484309623430962
through,18,0.00026174203867965684,19,0.0002484309623430962
!,18,0.00026174203867965684,19,0.0002484309623430962
able,18,0.00026174203867965684,19,0.0002484309623430962
members,18,0.00026174203867965684,19,0.0002484309623430962
far,18,0.00026174203867965684,19,0.0002484309623430962
signed,18,0.00026174203867965684,19,0.0002484309623430962
voice,18,0.00026174203867965684,19,0.0002484309623430962
anniversary,18,0.00026174203867965684,19,0.0002484309623430962
final,18,0.00026174203867965684,19,0.0002484309623430962
deserves,18,0.00026174203867965684,19,0.0002484309623430962
face,18,0.00026174203867965684,19,0.0002484309623430962
hope,18,0.00026174203867965684,19,0.0002484309623430962
4,18,0.00026174203867965684,19,0.0002484309623430962
50,18,0.00026174203867965684,19,0.0002484309623430962
generation,17,0.0002472008143085648,18,0.00023535564853556485
barack,17,0.0002472008143085648,18,0.00023535564853556485
turn,17,0.0002472008143085648,18,0.00023535564853556485
2012,17,0.0002472008143085648,18,0.00023535564853556485
weekend,17,0.0002472008143085648,18,0.00023535564853556485
agreement,17,0.0002472008143085648,18,0.00023535564853556485
moment,17,0.0002472008143085648,18,0.00023535564853556485
medicare,17,0.0002472008143085648,18,0.00023535564853556485
choice,17,0.0002472008143085648,18,0.00023535564853556485
supporters,17,0.0002472008143085648,18,0.00023535564853556485
miss,17,0.0002472008143085648,18,0.00023535564853556485
party,17,0.0002472008143085648,18,0.00023535564853556485
yours,17,0.0002472008143085648,18,0.00023535564853556485
photo,17,0.0002472008143085648,18,0.00023535564853556485
speech,17,0.0002472008143085648,18,0.00023535564853556485
message,17,0.0002472008143085648,18,0.00023535564853556485
ohio,17,0.0002472008143085648,18,0.00023535564853556485
story,17,0.0002472008143085648,18,0.00023535564853556485
speaks,17,0.0002472008143085648,18,0.00023535564853556485
madeinamerica,17,0.0002472008143085648,18,0.00023535564853556485
dinner,16,0.00023265958993747273,17,0.00022228033472803348
longer,16,0.00023265958993747273,17,0.00022228033472803348
costs,16,0.00023265958993747273,17,0.00022228033472803348
abetterbargain,16,0.00023265958993747273,17,0.00022228033472803348
mean,16,0.00023265958993747273,17,0.00022228033472803348
honor,16,0.00023265958993747273,17,0.00022228033472803348
petition,16,0.00023265958993747273,17,0.00022228033472803348
decision,16,0.00023265958993747273,17,0.00022228033472803348
clinton,16,0.00023265958993747273,17,0.00022228033472803348
paid,16,0.00023265958993747273,17,0.00022228033472803348
uninsured,16,0.00023265958993747273,17,0.00022228033472803348
folks,16,0.00023265958993747273,17,0.00022228033472803348
standing,16,0.00023265958993747273,17,0.00022228033472803348
already,16,0.00023265958993747273,17,0.00022228033472803348
whitehouse,16,0.00023265958993747273,17,0.00022228033472803348
private-sector,16,0.00023265958993747273,17,0.00022228033472803348
leave,16,0.00023265958993747273,17,0.00022228033472803348
grow,16,0.00023265958993747273,17,0.00022228033472803348
sick,16,0.00023265958993747273,17,0.00022228033472803348
comes,16,0.00023265958993747273,17,0.00022228033472803348
times,16,0.00023265958993747273,17,0.00022228033472803348
issue,16,0.00023265958993747273,17,0.00022228033472803348
nominee,16,0.00023265958993747273,17,0.00022228033472803348
governor,16,0.00023265958993747273,17,0.00022228033472803348
start,16,0.00023265958993747273,17,0.00022228033472803348
stronger,16,0.00023265958993747273,17,0.00022228033472803348
ryan,16,0.00023265958993747273,17,0.00022228033472803348
common-sense,16,0.00023265958993747273,17,0.00022228033472803348
road,16,0.00023265958993747273,17,0.00022228033472803348
which,16,0.00023265958993747273,17,0.00022228033472803348
lot,16,0.00023265958993747273,17,0.00022228033472803348
